time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,forward_observed_delay,reward
143.89999999999966,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,5.299999999999997,惰行,0.7,70.0,16.3,12.74,13.3,62.3,34.1,7.73,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方62.7m先を0.0km/h,後続列車なし,90.0,38.1,未発車,30.0,13.8,0.0,-0.05
169.59999999999906,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,2.1000000000000005,ブレーキ（減速）,0.8999999999999999,70.0,7.1,0,70.0,52.0,8.4,0.0,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方52.4m先を0.0km/h,後続列車なし,90.0,15.0,未発車,30.0,12.6,2.6,-0.05
154.89999999999984,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,13.99999999999999,惰行,2.0,70.0,23.5,22.13,22.1,75.8,23.1,23.25,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方76.2m先を0.0km/h,後続列車なし,90.0,27.1,未発車,30.0,15.2,0.0,-0.05
161.89999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.9999999999999999,惰行,1.0,70.0,27.5,28.65,28.6,85.5,16.1,38.87,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方85.9m先を0.0km/h,後続列車なし,90.0,20.1,未発車,30.0,16.2,0.0,-0.05
168.8999999999991,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,1.4000000000000001,ブレーキ（減速）,0.8999999999999999,70.0,7.1,0,70.0,52.0,9.1,0.0,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方52.4m先を0.0km/h,後続列車なし,90.0,15.0,未発車,30.0,12.6,1.9,-0.05
146.1999999999996,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.400000000000001,惰行,0.1,70.0,12.5,10.47,12.7,57.1,31.8,5.22,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方57.4m先を0.0km/h,後続列車なし,90.0,35.8,未発車,30.0,13.2,0.0,-0.05
165.49999999999878,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0000000000000004,力行（加速）,0.1,70.0,0.0,0,70.0,48.2,12.5,0.0,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方48.6m先を0.0km/h,後続列車なし,90.0,16.5,未発車,30.0,12.1,0.0,-0.05
143.1999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.7000000000000004,力行（加速）,0.2,70.0,18.2,15.99,16.0,65.3,34.8,12.17,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方65.6m先を0.0km/h,後続列車なし,90.0,38.8,未発車,30.0,14.1,0.0,-0.05
144.89999999999984,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.2,惰行,0.1,70.0,23.7,21.66,21.7,76.2,33.1,22.28,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方76.6m先を0.0km/h,後続列車なし,90.0,37.1,未発車,30.0,15.2,0.0,-0.05
174.09999999999874,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.7,力行（加速）,1.0999999999999999,70.0,19.6,1.3,70.0,50.1,5.9,0.08,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方68.2m先を16.7km/h,後続列車なし,90.0,0.0,発車済み,30.0,70.0,0.0,-0.05
178.19999999999885,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.999999999999998,惰行,3.3000000000000016,70.0,28.9,0,70.0,48.2,1.8,0.0,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方89.4m先を23.6km/h,後続列車なし,60.0,0.0,発車済み,60.0,70.0,0.0,-0.05
